日付,曜日,駅,定期（通勤）,定期（通学）,IC大人,IC小児,,,
2019/9/8,日,三宮,5125,2034,16069,125,,,
2019/9/8,日,西神中央,1759,983,3995,39,,,
2019/9/9,月,三宮,14188,3902,16596,39,,,
2019/9/9,月,西神中央,6449,2386,6443,28,,,
2019/9/10,火,三宮,14406,3974,17576,24,,,
2019/9/10,火,西神中央,6557,2385,6698,33,,,
2019/9/11,水,三宮,14063,3995,18542,26,,,
2019/9/11,水,西神中央,6311,2357,6688,17,,,
2019/9/12,木,三宮,14395,4011,18335,30,,,
2019/9/12,木,西神中央,6473,2373,6993,33,,,
2019/9/13,金,三宮,14011,4123,20746,126,,,
2019/9/13,金,西神中央,6295,2379,7334,29,,,
2019/9/14,土,三宮,6504,2716,19020,61,,,
2019/9/14,土,西神中央,2438,1531,4868,40,,,
2019/9/15,日,三宮,5158,1960,18428,129,,,
2019/9/15,日,西神中央,1845,953,3977,36,,,
2019/9/16,祝,三宮,5447,2127,15908,80,,,
2019/9/16,祝,西神中央,1943,1044,3937,26,,,
2019/9/17,火,三宮,14191,4122,17774,26,,,
2019/9/17,火,西神中央,6483,2401,7208,38,,,
2019/9/18,水,三宮,14149,4282,19204,45,,,
2019/9/18,水,西神中央,6457,2484,7289,28,,,
2019/9/19,木,三宮,14357,4381,19202,35,,,
2019/9/19,木,西神中央,6471,2472,7134,29,,,
2019/9/20,金,三宮,14431,4859,21985,40,,,
2019/9/20,金,西神中央,6289,2578,8047,37,,,
2019/9/21,土,三宮,6800,3239,19126,79,,,
2019/9/21,土,西神中央,2500,1557,5084,41,,,
2019/9/22,日,三宮,5149,2201,15078,103,,,
2019/9/22,日,西神中央,1786,1028,3991,15,,,
2019/9/23,祝,三宮,5328,2687,12560,45,,,
2019/9/23,祝,西神中央,1854,978,3644,8,,,
2019/9/24,火,三宮,14363,5348,18213,31,,,
2019/9/24,火,西神中央,6494,2650,7180,30,,,
2019/9/25,水,三宮,14353,5450,18909,26,,,
2019/9/25,水,西神中央,6479,2715,7164,26,,,
2019/9/26,木,三宮,14310,5616,20100,32,,,
2019/9/26,木,西神中央,6458,2720,7722,31,,,
2019/9/27,金,三宮,14389,5269,21560,40,,,
2019/9/27,金,西神中央,6344,2706,7461,30,,,
2019/9/28,土,三宮,7070,2908,19159,58,,,
2019/9/28,土,西神中央,2583,1358,4969,22,,,
2019/9/29,日,三宮,5441,2259,16554,108,,,
2019/9/29,日,西神中央,1840,957,4103,35,,,
2019/9/30,月,三宮,14520,5541,17630,93,,,
2019/9/30,月,西神中央,6539,2560,7002,44,,,
2019/10/1,火,三宮,14639,5767,16337,34,,,
2019/10/1,火,西神中央,6736,2579,6622,32,,,
2019/10/2,水,三宮,14398,5651,15969,22,,,
2019/10/2,水,西神中央,6620,2566,6423,24,,,
2019/10/3,木,三宮,14495,5835,16105,25,,,
2019/10/3,木,西神中央,6603,2508,6348,32,,,
2019/10/4,金,三宮,14618,5681,18999,39,,,
2019/10/4,金,西神中央,6566,2590,6978,32,,,
2019/10/5,土,三宮,6916,3177,18839,89,,,
2019/10/5,土,西神中央,2496,1514,5106,37,,,
2019/10/6,日,三宮,5329,2383,15986,118,,,
2019/10/6,日,西神中央,1767,989,4037,29,,,
2019/10/7,月,三宮,14599,5859,16570,39,,,
2019/10/7,月,西神中央,6710,2424,6526,30,,,
2019/10/8,火,三宮,14499,6068,17119,38,,,
2019/10/8,火,西神中央,6718,2547,6442,37,,,
2019/10/9,水,三宮,14415,6088,17431,27,,,
2019/10/9,水,西神中央,6610,2665,6647,24,,,
2019/10/10,木,三宮,14679,6116,17903,25,,,
2019/10/10,木,西神中央,6659,2671,6837,34,,,
2019/10/11,金,三宮,14545,6022,19393,54,,,
2019/10/11,金,西神中央,6597,2822,6623,35,,,
2019/10/12,土,三宮,3711,633,5441,15,,,
2019/10/12,土,西神中央,1436,190,1340,0,,,
2019/10/13,日,三宮,5618,2171,16560,99,,,
2019/10/13,日,西神中央,1938,1003,3982,39,,,
2019/10/14,祝,三宮,5651,3634,13033,73,,,
2019/10/14,祝,西神中央,2051,1146,3869,24,,,
2019/10/15,火,三宮,14620,6207,17245,34,,,
2019/10/15,火,西神中央,6648,2593,6792,32,,,
2019/10/16,水,三宮,14515,6336,17917,39,,,
2019/10/16,水,西神中央,6681,2872,6839,32,,,
2019/10/17,木,三宮,14610,6378,17805,35,,,
2019/10/17,木,西神中央,6631,2867,6745,26,,,
2019/10/18,金,三宮,14588,5876,19941,44,,,
2019/10/18,金,西神中央,6585,2861,6783,25,,,
2019/10/19,土,三宮,6765,3272,17332,59,,,
2019/10/19,土,西神中央,2544,1540,4493,39,,,
2019/10/20,日,三宮,5541,2565,17342,93,,,
2019/10/20,日,西神中央,1830,1001,4567,37,,,
2019/10/21,月,三宮,13567,5907,17014,35,,,
2019/10/21,月,西神中央,5667,2804,6064,26,,,
2019/10/22,祝,三宮,5876,2875,13868,95,,,
2019/10/22,祝,西神中央,2049,1304,3880,37,,,
2019/10/23,水,三宮,14279,6231,17786,37,,,
2019/10/23,水,西神中央,6639,2794,6803,35,,,
2019/10/24,木,三宮,14455,6255,17906,34,,,
2019/10/24,木,西神中央,6526,2777,6472,28,,,
2019/10/25,金,三宮,14585,5786,19675,50,,,
2019/10/25,金,西神中央,6499,2767,6654,37,,,
2019/10/26,土,三宮,7169,3628,19705,117,,,
2019/10/26,土,西神中央,2693,1505,5411,46,,,
2019/10/27,日,三宮,5444,2603,16597,117,,,
2019/10/27,日,西神中央,1849,1037,4571,34,,,
2019/10/28,月,三宮,14440,6044,16816,32,,,
2019/10/28,月,西神中央,6611,2750,6619,23,,,
2019/10/29,火,三宮,14544,6256,17326,36,,,
2019/10/29,火,西神中央,6582,2814,6431,35,,,
2019/10/30,水,三宮,14493,6172,18143,37,,,
2019/10/30,水,西神中央,6558,2777,6572,23,,,
2019/10/31,木,三宮,14808,6292,17817,22,,,
2019/10/31,木,西神中央,6677,2820,6519,35,,,
2019/11/1,金,三宮,14708,5793,19981,54,,,
2019/11/1,金,西神中央,6651,2689,6872,31,,,
2019/11/2,土,三宮,6794,3728,19133,87,,,
2019/11/2,土,西神中央,2541,1890,5073,34,,,
2019/11/3,祝,三宮,5473,2740,18275,126,,,
2019/11/3,祝,西神中央,1913,1213,4293,24,,,
2019/11/4,祝,三宮,5589,3649,15027,81,,,
2019/11/4,祝,西神中央,1945,1397,3930,31,,,
2019/11/5,火,三宮,14532,6097,17243,108,,,
2019/11/5,火,西神中央,6623,2698,6732,52,,,
2019/11/6,水,三宮,14446,6138,17571,39,,,
2019/11/6,水,西神中央,6671,2764,6767,24,,,
2019/11/7,木,三宮,14655,6158,17884,25,,,
2019/11/7,木,西神中央,6632,2690,7083,41,,,
2019/11/8,金,三宮,14663,6177,19632,43,,,
2019/11/8,金,西神中央,6609,2709,7020,31,,,
2019/11/9,土,三宮,7070,3690,19207,112,,,
2019/11/9,土,西神中央,2633,1583,5101,34,,,
2019/11/10,日,三宮,5499,2616,18428,129,,,
2019/11/10,日,西神中央,1863,1169,4180,47,,,
2019/11/11,月,三宮,14385,6130,16273,68,,,
2019/11/11,月,西神中央,6560,2728,6474,46,,,
2019/11/12,火,三宮,14611,6385,17202,24,,,
2019/11/12,火,西神中央,6609,2818,6907,32,,,
2019/11/13,水,三宮,14349,6299,17464,29,,,
2019/11/13,水,西神中央,6582,2776,6785,29,,,
2019/11/14,木,三宮,14537,6302,17581,30,,,
2019/11/14,木,西神中央,6635,2786,6610,40,,,
2019/11/15,金,三宮,14596,6021,20522,51,,,
2019/11/15,金,西神中央,6487,2758,7223,28,,,
2019/11/16,土,三宮,7098,3565,19951,146,,,
2019/11/16,土,西神中央,2539,1702,4967,34,,,
2019/11/17,日,三宮,5694,2643,18474,152,,,
2019/11/17,日,西神中央,1910,1112,4232,38,,,
2019/11/18,月,三宮,14391,5908,16317,39,,,
2019/11/18,月,西神中央,6534,2730,6197,24,,,
2019/11/19,火,三宮,14532,6431,17550,30,,,
2019/11/19,火,西神中央,6587,2840,6771,38,,,
2019/11/20,水,三宮,14448,6294,18249,37,,,
2019/11/20,水,西神中央,6548,2795,6925,35,,,
2019/11/21,木,三宮,14587,6291,18201,29,,,
2019/11/21,木,西神中央,6631,2764,6833,40,,,
2019/11/22,金,三宮,14234,6087,20382,53,,,
2019/11/22,金,西神中央,6349,2756,6962,33,,,
2019/11/23,祝,三宮,6405,2727,20912,131,,,
2019/11/23,祝,西神中央,2316,1397,4913,29,,,
2019/11/24,日,三宮,5447,2348,15642,136,,,
2019/11/24,日,西神中央,1838,1035,3826,28,,,
2019/11/25,月,三宮,14400,6161,16304,71,,,
2019/11/25,月,西神中央,6470,2651,6338,35,,,
2019/11/26,火,三宮,14642,6132,18003,28,,,
2019/11/26,火,西神中央,6633,2681,6779,31,,,
2019/11/27,水,三宮,14508,6206,17752,41,,,
2019/11/27,水,西神中央,6622,2650,6736,28,,,
2019/11/28,木,三宮,14690,6252,17975,33,,,
2019/11/28,木,西神中央,6664,2640,6489,16,,,
2019/11/29,金,三宮,14804,6049,20308,53,,,
2019/11/29,金,西神中央,6523,2666,6927,24,,,
2019/11/30,土,三宮,7220,3456,18903,76,,,
2019/11/30,土,西神中央,2630,1451,4877,41,,,
2019/12/1,日,三宮,5511,2138,16581,126,,,
2019/12/1,日,西神中央,1869,765,3923,32,,,
2019/12/2,月,三宮,14513,6110,15248,53,,,
2019/12/2,月,西神中央,6641,2739,6120,23,,,
2019/12/3,火,三宮,14676,6369,16984,37,,,
2019/12/3,火,西神中央,6671,2816,6610,43,,,
2019/12/4,水,三宮,14546,6263,17821,40,,,
2019/12/4,水,西神中央,6652,2802,6793,31,,,
2019/12/5,木,三宮,14671,6306,18215,36,,,
2019/12/5,木,西神中央,6649,2816,6871,40,,,
2019/12/6,金,三宮,14719,6125,21852,73,,,
2019/12/6,金,西神中央,6572,2860,7426,31,,,
2019/12/7,土,三宮,7366,3578,20804,73,,,
2019/12/7,土,西神中央,2629,1254,5146,35,,,
2019/12/8,日,三宮,5643,2425,17542,95,,,
2019/12/8,日,西神中央,1856,828,4114,42,,,
2019/12/9,月,三宮,14538,6076,17968,50,,,
2019/12/9,月,西神中央,6589,2806,6870,28,,,
2019/12/10,火,三宮,14620,6230,19754,35,,,
2019/12/10,火,西神中央,6663,2767,7273,25,,,
2019/12/11,水,三宮,14475,5962,20144,41,,,
2019/12/11,水,西神中央,6601,2816,7057,25,,,
2019/12/12,木,三宮,14644,6034,20247,37,,,
2019/12/12,木,西神中央,6610,2781,7115,44,,,
2019/12/13,金,三宮,14690,5919,24081,91,,,
2019/12/13,金,西神中央,6503,2691,7804,38,,,
2019/12/14,土,三宮,7489,3520,23177,88,,,
2019/12/14,土,西神中央,2693,1564,5740,36,,,
2019/12/15,日,三宮,5798,2771,19265,121,,,
2019/12/15,日,西神中央,1878,1161,4413,35,,,
2019/12/16,月,三宮,14384,5811,18055,35,,,
2019/12/16,月,西神中央,6540,2689,6714,28,,,
2019/12/17,火,三宮,14632,5646,18546,39,,,
2019/12/17,火,西神中央,6570,2648,6859,38,,,
2019/12/18,水,三宮,14412,5391,18933,48,,,
2019/12/18,水,西神中央,6516,2627,7114,29,,,
2019/12/19,木,三宮,14510,5519,19439,39,,,
2019/12/19,木,西神中央,6572,2577,7266,32,,,
2019/12/20,金,三宮,14610,5527,22699,52,,,
2019/12/20,金,西神中央,6394,2631,7857,31,,,
2019/12/21,土,三宮,7271,3330,19974,93,,,
2019/12/21,土,西神中央,2601,1660,5192,37,,,
2019/12/22,日,三宮,5460,2449,16249,71,,,
2019/12/22,日,西神中央,1733,998,3956,19,,,
2019/12/23,月,三宮,14256,4415,18166,36,,,
2019/12/23,月,西神中央,6359,2343,6895,19,,,
2019/12/24,火,三宮,14301,4104,18337,64,,,
2019/12/24,火,西神中央,6419,2412,6918,17,,,
2019/12/25,水,三宮,13970,3066,19843,85,,,
2019/12/25,水,西神中央,6286,1516,6941,42,,,
2019/12/26,木,三宮,14126,2557,19498,94,,,
2019/12/26,木,西神中央,6208,1295,6605,57,,,
2019/12/27,金,三宮,13480,2530,20498,106,,,
2019/12/27,金,西神中央,5886,1259,6968,53,,,
2019/12/28,土,三宮,6313,1905,17891,84,,,
2019/12/28,土,西神中央,2237,935,4380,28,,,
2019/12/29,日,三宮,4820,1707,15610,97,,,
2019/12/29,日,西神中央,1657,767,3686,34,,,
2019/12/30,月,三宮,5464,1474,14214,73,,,
2019/12/30,月,西神中央,2046,566,3318,23,,,
2019/12/31,火,三宮,2932,891,10414,75,,,
2019/12/31,火,西神中央,1228,397,2583,14,,,
2020/1/1,祝,三宮,2258,780,10920,59,,,
2020/1/1,祝,西神中央,1004,226,3093,7,,,
2020/1/2,木,三宮,3810,1026,14338,70,,,
2020/1/2,木,西神中央,1384,363,3897,25,,,
2020/1/3,金,三宮,4144,1378,14387,89,,,
2020/1/3,金,西神中央,1430,535,3926,17,,,
2020/1/4,土,三宮,5579,1776,15055,61,,,
2020/1/4,土,西神中央,1821,820,4326,52,,,
2020/1/5,日,三宮,4730,1783,13308,86,,,
2020/1/5,日,西神中央,1596,767,3901,38,,,
2020/1/6,月,三宮,14288,3875,17074,58,,,
2020/1/6,月,西神中央,6418,1448,6664,51,,,
2020/1/7,火,三宮,14355,4442,16293,54,,,
2020/1/7,火,西神中央,6620,1457,6413,43,,,
2020/1/8,水,三宮,14007,2051,14749,40,,,
2020/1/8,水,西神中央,6464,621,5620,24,,,
2020/1/9,木,三宮,14378,5748,17640,50,,,
2020/1/9,木,西神中央,6620,2517,7023,47,,,
2020/1/10,金,三宮,14456,5695,20511,63,,,
2020/1/10,金,西神中央,6540,2542,7835,44,,,
2020/1/11,土,三宮,6687,3130,17661,55,,,
2020/1/11,土,西神中央,2509,1419,4995,41,,,
2020/1/12,日,三宮,5344,2108,19544,199,,,
2020/1/12,日,西神中央,1892,1034,4028,42,,,
2020/1/13,祝,三宮,5446,2183,14231,73,,,
2020/1/13,祝,西神中央,1994,1094,4062,24,,,
2020/1/14,火,三宮,14433,5709,17336,51,,,
2020/1/14,火,西神中央,6535,2467,6722,44,,,
2020/1/15,水,三宮,14293,5710,17258,54,,,
2020/1/15,水,西神中央,6537,2507,6824,37,,,
2020/1/16,木,三宮,14445,5737,18142,65,,,
2020/1/16,木,西神中央,6522,2530,7099,37,,,
2020/1/17,金,三宮,14456,4876,20084,84,,,
2020/1/17,金,西神中央,6472,2446,7099,27,,,
2020/1/18,土,三宮,7058,2303,17325,132,,,
2020/1/18,土,西神中央,2626,1430,4851,9,,,
2020/1/19,日,三宮,5274,2023,14906,113,,,
2020/1/19,日,西神中央,1783,949,3955,13,,,
2020/1/20,月,三宮,14256,5138,16832,131,,,
2020/1/20,月,西神中央,6520,2340,6797,31,,,
2020/1/21,火,三宮,14395,4807,17393,83,,,
2020/1/21,火,西神中央,6638,2302,6823,29,,,
2020/1/22,水,三宮,14210,5006,18378,53,,,
2020/1/22,水,西神中央,6551,2311,6712,27,,,
2020/1/23,木,三宮,14338,5276,18387,37,,,
2020/1/23,木,西神中央,6444,2251,6710,18,,,
2020/1/24,金,三宮,14429,5427,20827,58,,,
2020/1/24,金,西神中央,6504,2411,7419,28,,,
2020/1/25,土,三宮,6833,2949,18028,78,,,
2020/1/25,土,西神中央,2449,1351,4891,19,,,
2020/1/26,日,三宮,5375,2305,15211,71,,,
2020/1/26,日,西神中央,1786,1041,3825,12,,,
2020/1/27,月,三宮,14431,5310,16387,25,,,
2020/1/27,月,西神中央,6549,2404,6048,11,,,
2020/1/28,火,三宮,14394,5315,16791,45,,,
2020/1/28,火,西神中央,6582,2440,6451,23,,,
2020/1/29,水,三宮,14295,5299,17104,32,,,
2020/1/29,水,西神中央,6498,2426,6657,19,,,
2020/1/30,木,三宮,14428,4913,17194,36,,,
2020/1/30,木,西神中央,6563,2346,6622,13,,,
2020/1/31,金,三宮,14756,4937,19606,66,,,
2020/1/31,金,西神中央,6465,2314,6763,16,,,
2020/2/1,土,三宮,6699,2809,16093,114,,,
2020/2/1,土,西神中央,2450,1515,4473,20,,,
2020/2/2,日,三宮,5130,2061,15788,95,,,
2020/2/2,日,西神中央,1695,942,3728,22,,,
2020/2/3,月,三宮,14525,4335,16145,39,,,
2020/2/3,月,西神中央,6696,2184,6374,18,,,
2020/2/4,火,三宮,14572,4348,17278,30,,,
2020/2/4,火,西神中央,6625,2133,6844,28,,,
2020/2/5,水,三宮,14389,4485,17046,34,,,
2020/2/5,水,西神中央,6579,2178,6500,25,,,
2020/2/6,木,三宮,14409,4147,17337,67,,,
2020/2/6,木,西神中央,6545,2076,6514,25,,,
2020/2/7,金,三宮,14396,3947,20131,47,,,
2020/2/7,金,西神中央,6439,2133,7025,27,,,
2020/2/8,土,三宮,6626,2387,16630,48,,,
2020/2/8,土,西神中央,2379,1250,4524,27,,,
2020/2/9,日,三宮,5132,1862,14831,74,,,
2020/2/9,日,西神中央,1705,840,3660,20,,,
2020/2/10,月,三宮,13719,2998,17632,47,,,
2020/2/10,月,西神中央,6004,1608,6802,31,,,
2020/2/11,祝,三宮,5782,1935,13406,34,,,
2020/2/11,祝,西神中央,2224,1020,3927,23,,,
2020/2/12,水,三宮,14318,3583,18397,31,,,
2020/2/12,水,西神中央,6529,1751,6887,20,,,
2020/2/13,木,三宮,14456,3716,17789,20,,,
2020/2/13,木,西神中央,6613,1932,6682,27,,,
2020/2/14,金,三宮,14332,3565,19882,46,,,
2020/2/14,金,西神中央,6532,2018,7140,21,,,
2020/2/15,土,三宮,6814,2444,17501,53,,,
2020/2/15,土,西神中央,2492,1102,4663,28,,,
2020/2/16,日,三宮,4960,1773,12592,62,,,
2020/2/16,日,西神中央,1576,719,3034,26,,,
2020/2/17,月,三宮,14327,3241,16611,20,,,
2020/2/17,月,西神中央,6556,1305,6517,26,,,
2020/2/18,火,三宮,14450,3371,17048,28,,,
2020/2/18,火,西神中央,6596,1749,6502,26,,,
2020/2/19,水,三宮,14082,3560,16935,29,,,
2020/2/19,水,西神中央,6478,1904,6650,30,,,
2020/2/20,木,三宮,14219,3421,18031,34,,,
2020/2/20,木,西神中央,6472,1909,6701,25,,,
2020/2/21,金,三宮,14305,3522,19988,35,,,
2020/2/21,金,西神中央,6438,1959,7343,24,,,
2020/2/22,土,三宮,6420,2214,15511,58,,,
2020/2/22,土,西神中央,2280,884,3957,23,,,
2020/2/23,祝,三宮,5004,1739,18723,146,,,
2020/2/23,祝,西神中央,1822,673,3894,14,,,
2020/2/24,祝,三宮,5161,1689,12246,61,,,
2020/2/24,祝,西神中央,1855,622,3529,15,,,
2020/2/25,火,三宮,14273,3332,18001,35,,,
2020/2/25,火,西神中央,6464,1877,6426,24,,,
2020/2/26,水,三宮,14128,3283,16555,35,,,
2020/2/26,水,西神中央,6536,1840,6213,25,,,
2020/2/27,木,三宮,14297,3332,16195,19,,,
2020/2/27,木,西神中央,6543,1913,6361,23,,,
2020/2/28,金,三宮,14266,3285,17490,34,,,
2020/2/28,金,西神中央,6475,1684,6644,16,,,
2020/2/29,土,三宮,6203,1796,11623,31,,,
2020/2/29,土,西神中央,2221,693,3283,21,,,
2020/3/1,日,三宮,4539,1273,9787,30,,,
2020/3/1,日,西神中央,1553,486,2728,17,,,
2020/3/2,月,三宮,14171,1955,13201,23,,,
2020/3/2,月,西神中央,6520,1316,5678,11,,,
2020/3/3,火,三宮,13949,1509,12994,25,,,
2020/3/3,火,西神中央,6424,510,5259,12,,,
2020/3/4,水,三宮,13793,1436,12457,15,,,
2020/3/4,水,西神中央,6335,463,4745,4,,,
2020/3/5,木,三宮,14019,1567,12840,26,,,
2020/3/5,木,西神中央,6392,498,5030,13,,,
2020/3/6,金,三宮,13715,1508,14306,25,,,
2020/3/6,金,西神中央,6254,525,5453,17,,,
2020/3/7,土,三宮,5809,1186,10457,22,,,
2020/3/7,土,西神中央,2042,399,2896,5,,,
2020/3/8,日,三宮,4150,1038,8018,11,,,
2020/3/8,日,西神中央,1370,309,2125,2,,,
2020/3/9,月,三宮,13702,1394,12910,20,,,
2020/3/9,月,西神中央,6323,487,5253,9,,,
2020/3/10,火,三宮,13638,1397,12522,19,,,
2020/3/10,火,西神中央,6274,397,4713,7,,,
2020/3/11,水,三宮,13513,1406,13191,20,,,
2020/3/11,水,西神中央,6299,477,5220,13,,,
2020/3/12,木,三宮,13677,1377,13716,30,,,
2020/3/12,木,西神中央,6267,492,5473,16,,,
2020/3/13,金,三宮,13666,1484,14667,29,,,
2020/3/13,金,西神中央,6243,476,5587,7,,,
2020/3/14,土,三宮,5616,1227,10318,8,,,
2020/3/14,土,西神中央,2048,429,2712,6,,,
2020/3/15,日,三宮,4284,1102,8998,20,,,
2020/3/15,日,西神中央,1435,367,2510,7,,,
2020/3/16,月,三宮,13876,1447,13416,34,,,
2020/3/16,月,西神中央,6324,537,5123,16,,,
2020/3/17,火,三宮,13680,1481,14008,32,,,
2020/3/17,火,西神中央,6298,561,5506,22,,,
2020/3/18,水,三宮,13634,1565,14452,33,,,
2020/3/18,水,西神中央,6271,832,5817,17,,,
2020/3/19,木,三宮,13802,1619,16444,43,,,
2020/3/19,木,西神中央,6263,911,6106,18,,,
2020/3/20,祝,三宮,5069,1152,10900,27,,,
2020/3/20,祝,西神中央,1977,435,3360,8,,,
2020/3/21,土,三宮,5430,1352,10728,28,,,
2020/3/21,土,西神中央,2038,442,3198,12,,,
2020/3/22,日,三宮,4169,1000,8474,14,,,
2020/3/22,日,西神中央,1429,344,2548,4,,,
2020/3/23,月,三宮,13823,1713,14220,41,,,
2020/3/23,月,西神中央,6334,1134,5773,26,,,
2020/3/24,火,三宮,13617,1561,14142,52,,,
2020/3/24,火,西神中央,6200,1019,5619,24,,,
2020/3/25,水,三宮,13591,1737,14994,94,,,
2020/3/25,水,西神中央,6200,847,5750,37,,,
2020/3/26,木,三宮,13654,1693,14721,52,,,
2020/3/26,木,西神中央,6249,905,5654,33,,,
2020/3/27,金,三宮,13453,1478,14715,54,,,
2020/3/27,金,西神中央,5997,737,5484,43,,,
2020/3/28,土,三宮,5630,1144,9588,30,,,
2020/3/28,土,西神中央,2020,639,2844,23,,,
2020/3/29,日,三宮,4012,917,7665,24,,,
2020/3/29,日,西神中央,1405,397,2308,17,,,
2020/3/30,月,三宮,13498,1378,12488,38,,,
2020/3/30,月,西神中央,6127,800,5120,51,,,
2020/3/31,火,三宮,13684,1124,11828,50,,,
2020/3/31,火,西神中央,6200,668,5117,39,,,
2020/4/1,水,三宮,13783,1007,11235,24,,,
2020/4/1,水,西神中央,6308,470,4690,18,,,
2020/4/2,木,三宮,13763,1211,11116,30,,,
2020/4/2,木,西神中央,6322,743,5045,26,,,
2020/4/3,金,三宮,13663,1226,11859,29,,,
2020/4/3,金,西神中央,6271,747,5393,24,,,
2020/4/4,土,三宮,4890,897,6949,18,,,
2020/4/4,土,西神中央,1830,581,2501,15,,,
2020/4/5,日,三宮,3409,616,5028,10,,,
2020/4/5,日,西神中央,1229,285,1843,15,,,
2020/4/6,月,三宮,13717,928,10154,23,,,
2020/4/6,月,西神中央,6358,747,4979,14,,,
2020/4/7,火,三宮,13196,646,9413,10,,,
2020/4/7,火,西神中央,6150,432,4519,16,,,
2020/4/8,水,三宮,11630,638,7572,4,,,
2020/4/8,水,西神中央,5631,718,4209,4,,,
2020/4/9,木,三宮,10877,315,6795,3,,,
2020/4/9,木,西神中央,5155,237,3511,2,,,
2020/4/10,金,三宮,10731,352,7208,4,,,
2020/4/10,金,西神中央,5090,128,3557,2,,,
2020/4/11,土,三宮,3076,152,3591,1,,,
2020/4/11,土,西神中央,1301,61,1405,2,,,
2020/4/12,日,三宮,1879,106,2244,1,,,
2020/4/12,日,西神中央,743,36,823,1,,,
2020/4/13,月,三宮,9701,157,5820,1,,,
2020/4/13,月,西神中央,4509,69,2895,1,,,
2020/4/14,火,三宮,8829,188,5621,5,,,
2020/4/14,火,西神中央,4297,71,2981,4,,,
2020/4/15,水,三宮,8450,137,5400,3,,,
2020/4/15,水,西神中央,4027,53,2922,4,,,
2020/4/16,木,三宮,8193,156,5189,2,,,
2020/4/16,木,西神中央,3878,49,2744,1,,,
2020/4/17,金,三宮,8030,126,5431,2,,,
2020/4/17,金,西神中央,3843,43,2670,1,,,
2020/4/18,土,三宮,2584,84,2862,1,,,
2020/4/18,土,西神中央,1098,28,1148,0,,,
2020/4/19,日,三宮,1718,78,2087,0,,,
2020/4/19,日,西神中央,711,22,957,0,,,
2020/4/20,月,三宮,7988,111,5202,2,,,
2020/4/20,月,西神中央,3820,34,2566,2,,,
2020/4/21,火,三宮,7594,90,4874,1,,,
2020/4/21,火,西神中央,3686,25,2555,2,,,
2020/4/22,水,三宮,7343,99,4696,2,,,
2020/4/22,水,西神中央,3640,30,2502,1,,,
2020/4/23,木,三宮,7350,90,4836,1,,,
2020/4/23,木,西神中央,3688,31,2485,3,,,
2020/4/24,金,三宮,7453,98,5224,3,,,
2020/4/24,金,西神中央,3695,37,2670,3,,,
2020/4/25,土,三宮,2578,74,2843,1,,,
2020/4/25,土,西神中央,1134,29,1211,3,,,
2020/4/26,日,三宮,1592,62,1989,0,,,
2020/4/26,日,西神中央,725,23,861,0,,,
2020/4/27,月,三宮,7680,97,5117,1,,,
2020/4/27,月,西神中央,3742,25,2622,2,,,
2020/4/28,火,三宮,7460,79,5166,2,,,
2020/4/28,火,西神中央,3606,30,2503,1,,,
2020/4/29,祝,三宮,2084,53,2364,1,,,
2020/4/29,祝,西神中央,980,22,1053,0,,,
2020/4/30,木,三宮,7070,95,4919,1,,,
2020/4/30,木,西神中央,3117,24,2094,1,,,
2020/5/1,金,三宮,6758,75,5133,4,,,
2020/5/1,金,西神中央,3006,23,2301,2,,,
2020/5/2,土,三宮,2436,62,3022,2,,,
2020/5/2,土,西神中央,1058,22,1198,1,,,
2020/5/3,祝,三宮,1585,49,1979,0,,,
2020/5/3,祝,西神中央,702,12,789,0,,,
2020/5/4,祝,三宮,1774,48,2243,0,,,
2020/5/4,祝,西神中央,850,13,1010,0,,,
2020/5/5,祝,三宮,1871,45,2424,1,,,
2020/5/5,祝,西神中央,881,16,1106,2,,,
2020/5/6,祝,三宮,1871,57,2383,0,,,
2020/5/6,祝,西神中央,867,24,994,0,,,
2020/5/7,木,三宮,8358,79,6088,4,,,
2020/5/7,木,西神中央,3871,22,2922,1,,,
2020/5/8,金,三宮,7864,96,6199,4,,,
2020/5/8,金,西神中央,3669,24,2978,5,,,
2020/5/9,土,三宮,2854,72,3519,0,,,
2020/5/9,土,西神中央,1242,16,1405,1,,,
2020/5/10,日,三宮,1743,53,2485,0,,,
2020/5/10,日,西神中央,759,14,934,0,,,
2020/5/11,月,三宮,8168,96,6323,2,,,
2020/5/11,月,西神中央,3974,26,3115,3,,,
2020/5/12,火,三宮,7819,83,6060,5,,,
2020/5/12,火,西神中央,3892,21,3067,1,,,
2020/5/13,水,三宮,7601,78,6105,8,,,
2020/5/13,水,西神中央,3808,22,3010,3,,,
2020/5/14,木,三宮,7773,88,5953,5,,,
2020/5/14,木,西神中央,3868,27,2926,3,,,
2020/5/15,金,三宮,7938,80,6609,3,,,
2020/5/15,金,西神中央,3884,25,3127,1,,,
2020/5/16,土,三宮,2882,72,3784,1,,,
2020/5/16,土,西神中央,1196,20,1315,1,,,
2020/5/17,日,三宮,1977,63,3112,2,,,
2020/5/17,日,西神中央,810,18,1264,0,,,
2020/5/18,月,三宮,8601,90,6796,5,,,
2020/5/18,月,西神中央,4126,25,3135,3,,,
2020/5/19,火,三宮,8351,77,6564,5,,,
2020/5/19,火,西神中央,4066,40,3200,7,,,
2020/5/20,水,三宮,8310,109,6909,2,,,
2020/5/20,水,西神中央,4091,58,3590,4,,,
